transaction_id,transaction_amount,transaction_date,card_number,card_type,card_expiry_date,cvv,billing_address,billing_city,billing_state,billing_postal_code,shipping_address,shipping_city,shipping_state,shipping_postal_code,ip_address,user_agent,is_fraudulent,reason_for_fraud,merchant_name,merchant_category,merchant_location,transaction_status,refund_amount,refund_date,chargeback_reason
423,5089.78,10/5/2021,5007666353383896,mastercard,7/19/2023,518,1069 Corscot Avenue,Parbatipur,,5250,3 Katie Parkway,Ampera,,,37.212.200.110,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.45 Safari/535.19",false,stolen_card,Eimbee,electronics,Kuiyong,completed,531.1,11/17/2021,fraudulent_transaction
424,6021.32,11/7/2021,560225386896000762,china-unionpay,5/10/2024,211,28 Bunker Hill Parkway,Jiguan,,,62794 Anniversary Lane,Tairan Camp,,7301,68.97.222.66,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-us) AppleWebKit/534.1+ (KHTML, like Gecko) Version/5.0 Safari/533.16",false,unauthorized_access,Twiyo,clothing,Krutaya Gorka,completed,624.4,9/7/2021,fraudulent_transaction
425,5416.09,11/27/2021,3561262744588899,jcb,5/25/2022,870,2 Eastlawn Junction,Nida,,30001,45693 Carpenter Parkway,Idanha-a-Nova,05,6060-104,108.159.243.31,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20120101 Firefox/29.0,true,stolen_card,Rhycero,clothing,Hongmen,completed,297.16,11/19/2021,unauthorized_charge
426,612.77,12/18/2021,6767559136379802,solo,12/5/2022,949,1727 Esker Park,Mahalapye,,,20078 Riverside Place,Xinshancun,,,102.43.16.134,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11",false,unauthorized_access,Kwideo,food,Bonneville,completed,82.12,7/24/2021,fraudulent_transaction
427,7534.2,10/9/2021,3540353517829531,jcb,5/19/2023,146,8630 Helena Point,Kasungu,,,192 Lyons Trail,Ryōtsu-minato,,952-3421,201.55.212.225,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; it-it) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",false,identity_theft,Camido,electronics,Shanshu,refunded,616.62,1/12/2021,unauthorized_charge
428,1898.4,6/15/2021,3577464542453639,jcb,9/30/2023,692,4861 Bartillon Crossing,Nassarawa,,,2383 Bellgrove Road,Niquelândia,,76420-000,194.213.15.166,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; el-gr) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",false,stolen_card,Skiptube,food,Káto Glikóvrisi,completed,84.15,8/7/2021,fraudulent_transaction
429,7303.05,7/2/2021,50189444220397713,maestro,6/11/2025,900,52151 Becker Street,Citeguh,,,92 Vera Point,General La Madrid,,7406,239.174.21.219,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.24 Safari/535.1",true,stolen_card,Realbridge,clothing,Proptisht,completed,708.15,7/3/2021,unauthorized_charge
430,7103.41,2/4/2021,3585561623040407,jcb,9/17/2025,250,44 Bayside Lane,Havre-Saint-Pierre,QC,H4R,67405 Eggendart Center,Bureya,,676701,117.202.78.211,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.2309.372 Safari/537.36",true,stolen_card,Edgewire,electronics,Masma,completed,513.02,6/11/2021,product_not_received
431,2477.48,2/2/2021,4175005744768011,visa-electron,3/22/2022,961,18 Northridge Park,Kashihara,,769-0105,2 Old Shore Point,Lijia,,,128.243.118.46,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_2_1 like Mac OS X; ru-ru) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148 Safari/6533.18.5",false,identity_theft,Roodel,food,Chikeng,refunded,961.33,5/3/2021,product_not_received
432,7615.83,3/23/2021,56022360325371726,china-unionpay,2/3/2022,144,89 Laurel Drive,Kristiansand S,10,4671,2773 Katie Center,Cisompet,,,141.10.34.213,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; zh-cn) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",false,stolen_card,Reallinks,electronics,Mahdishahr,completed,438.44,11/30/2021,product_not_received
433,3383.43,2/21/2021,348998433334204,americanexpress,12/8/2024,584,56 Prentice Junction,Vostryakovo,,141662,832 Elgar Drive,Makabe,,901-0336,235.230.115.207,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; pl-pl) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8F190 Safari/6533.18.5",false,stolen_card,Skippad,clothing,Okpoma,pending,55.11,4/26/2021,fraudulent_transaction
434,8627.73,2/18/2021,201926633365724,diners-club-enroute,7/11/2023,652,641 Maple Wood Crossing,Nianyushan,,,6473 Quincy Pass,Montor Timur,,,58.180.21.127,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.694.0 Safari/534.24",false,unauthorized_access,Thoughtstorm,clothing,Heqiao,completed,259.29,12/16/2021,unauthorized_charge
435,1173.58,7/11/2021,340909983223901,americanexpress,8/19/2024,680,062 Talmadge Park,Lembur Tengah,,,8 Crescent Oaks Drive,Nangewer,,,253.74.120.212,"Mozilla/5.0 (X11; CrOS i686 0.13.507) AppleWebKit/534.35 (KHTML, like Gecko) Chrome/13.0.763.0 Safari/534.35",false,identity_theft,Fivespan,food,Juan L. Lacaze,completed,346.15,6/30/2021,product_not_received
436,3523.67,12/22/2021,3581582635491374,jcb,4/14/2023,473,79 Arkansas Parkway,Roma,LZ,00163,69 Dottie Alley,Atbasar,,,102.122.174.241,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.43 Safari/534.24",true,stolen_card,Realpoint,food,Rydułtowy,completed,295.37,9/20/2021,fraudulent_transaction
437,8172.58,11/7/2021,5602223048698729504,china-unionpay,9/24/2025,277,623 Sheridan Place,Manfalūţ,,,175 Logan Place,Randfontein,,1771,40.120.233.9,"Mozilla/5.0 (Windows 8) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30",true,identity_theft,Plambee,clothing,Linköping,pending,968.87,6/3/2021,product_not_received
438,4949.52,8/28/2021,30368122876860,diners-club-carte-blanche,4/26/2025,708,465 Westend Pass,Looc,,5507,4367 Hovde Drive,Ciheras,,,144.102.192.89,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.3319.102 Safari/537.36",true,identity_theft,Wikido,electronics,Enyerhyetykaw,pending,546.32,11/15/2021,product_not_received
439,9651.82,12/16/2021,4913876993799155,visa-electron,10/30/2025,608,07 Arizona Park,Kokkini Trimithia,,,407 Pine View Avenue,Reims,A4,51571 CEDEX 2,1.234.55.131,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.25 (KHTML, like Gecko) Chrome/12.0.704.0 Safari/534.25",true,unauthorized_access,Jamia,electronics,Santo Amaro,pending,980.01,9/25/2021,product_not_received
440,1137.96,2/28/2021,58931161248348114,maestro,7/13/2022,285,24502 Fairfield Place,Jirny,,250 90,15 4th Drive,Shahrak,,,26.229.54.216,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:15.0) Gecko/20100101 Firefox/15.0.1,true,stolen_card,Realblab,food,Telangi Satu,pending,383.16,6/11/2021,unauthorized_charge
441,7959.77,7/14/2021,630441605494319046,maestro,4/8/2023,267,049 Larry Street,Jedlová,,569 91,04 Fordem Trail,Chiclayo,,,11.232.76.205,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.32 Safari/535.1",false,unauthorized_access,Photojam,clothing,Heřmanova Huť,pending,567.24,5/23/2021,unauthorized_charge
442,6886.28,2/1/2021,30174592621335,diners-club-carte-blanche,4/16/2022,617,8437 Marquette Terrace,Upper San Mateo,,9406,09 Pearson Terrace,Tongshanxiang,,,128.157.132.197,Mozilla/5.0 (Windows NT 6.1; rv:12.0) Gecko/20120403211507 Firefox/12.0,false,identity_theft,Wikizz,food,Huangmao,pending,164.6,4/11/2021,unauthorized_charge
443,8569.84,8/2/2021,4913212019321925,visa-electron,9/25/2024,121,4690 Merrick Drive,Zhigalovo,,249432,62 Waubesa Circle,Kasaoka,,714-0081,125.117.150.74,Mozilla/5.0 (Windows NT 6.1; rv:12.0) Gecko/ 20120405 Firefox/14.0.1,false,stolen_card,Livefish,food,Chang’an,refunded,964.03,1/6/2021,fraudulent_transaction
444,7445.76,11/2/2021,3587361336954046,jcb,4/13/2023,405,816 Porter Pass,Sjöbo,M,275 80,90 Schurz Parkway,Dolice,,73-115,153.219.221.50,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10.5; en-US; rv:1.9.1b3pre) Gecko/20081212 Mozilla/5.0 (Windows; U; Windows NT 5.1; en) AppleWebKit/526.9 (KHTML, like Gecko) Version/4.0dp1 Safari/526.8",false,identity_theft,Gabtune,food,Mompach,completed,892.72,7/4/2021,unauthorized_charge
445,3336.99,11/24/2021,3556375523443156,jcb,10/27/2024,269,984 Drewry Junction,Nizhniy Ufaley,,456811,07 Continental Park,Tønsberg,07,3114,206.150.206.146,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:22.0) Gecko/20130328 Firefox/22.0,false,unauthorized_access,Buzzbean,food,Yasnyy,completed,465.49,8/26/2021,product_not_received
446,241.8,7/12/2021,677116952156628578,laser,11/12/2023,129,20 Fairfield Parkway,Dadaha,,,3 Anniversary Place,Eskilstuna,D,633 47,60.119.34.188,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.60 Safari/537.17",false,identity_theft,Quaxo,electronics,Pataha,refunded,769.9,2/18/2021,product_not_received
447,7333.89,3/17/2021,3532154465772701,jcb,9/3/2023,313,616 Sunfield Point,Fort Lauderdale,FL,33355,959 Schiller Court,Lille,B4,59034 CEDEX,117.41.125.204,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11",true,identity_theft,Dazzlesphere,food,El Rosario,completed,938.4,11/4/2021,product_not_received
448,2204.0,10/9/2021,30103876486727,diners-club-carte-blanche,9/29/2022,501,58768 Moulton Circle,Báguanos,,,0 Fieldstone Point,Vestmannaeyjar,,902,56.236.121.251,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20130401 Firefox/21.0,true,stolen_card,Brainverse,electronics,Bagani,completed,711.61,7/23/2021,fraudulent_transaction
449,6976.0,10/10/2021,3562513058748613,jcb,11/30/2023,771,10 Express Circle,Usman’,,399373,8 Rockefeller Pass,Hongshan,,,64.90.25.164,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.6 Safari/537.11",false,stolen_card,Tazzy,food,Colatina,completed,399.78,7/8/2021,unauthorized_charge
450,8118.47,10/5/2021,3550082387047760,jcb,8/14/2024,211,67 Forest Trail,Galutu,,,96 Summerview Street,Pepayan,,,147.110.108.107,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20100101 Firefox/21.0,false,identity_theft,Flashspan,electronics,Mateus Leme,refunded,145.51,10/19/2021,unauthorized_charge
451,5727.48,6/20/2021,3545745023453208,jcb,5/13/2025,268,19459 Larry Pass,Tampa,FL,33615,86241 Buena Vista Hill,Baloc,,3114,147.91.166.128,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36",true,unauthorized_access,Ainyx,clothing,Xinjie,completed,130.06,12/3/2021,unauthorized_charge
452,4058.43,5/9/2021,3557431523583928,jcb,4/19/2023,503,1706 Union Avenue,Newton,SCT,IV1,6 Everett Junction,Velyka Bilozerka,,,70.197.237.202,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5; de-de) AppleWebKit/534.15+ (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",false,unauthorized_access,Jayo,food,Shumikhinskiy,completed,923.35,9/1/2021,fraudulent_transaction
453,2072.0,9/18/2021,3572077929021806,jcb,5/31/2024,837,48668 Crest Line Circle,Wolin,,72-510,006 Crowley Hill,Doropeti,,,44.243.209.131,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/11.04 Chromium/14.0.825.0 Chrome/14.0.825.0 Safari/535.1",false,unauthorized_access,Shuffledrive,food,Solina,pending,716.6,11/30/2021,unauthorized_charge
454,2787.74,3/8/2021,5100141109429282,mastercard,3/25/2024,866,76 Springview Alley,Phoenix,AZ,85099,6 Riverside Circle,Bayt ‘Ūr at Taḩtā,,,230.143.43.160,"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1667.0 Safari/537.36",true,unauthorized_access,Myworks,food,Ujsoły,pending,222.61,2/10/2021,unauthorized_charge
455,4256.56,1/9/2021,5602252683853798,bankcard,1/4/2025,627,5 Reinke Court,Loyew,,,65 Ridgeway Junction,‘Anīn,,,79.118.213.224,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; de-at) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1",true,stolen_card,Vidoo,food,Yamaguchi-shi,refunded,242.73,10/31/2021,product_not_received
456,3690.2,3/22/2021,30102758991465,diners-club-carte-blanche,10/23/2024,374,2118 Prairieview Hill,Huangdu,,,56934 Brickson Park Parkway,Kalianda,,,132.42.9.166,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11",false,identity_theft,Yoveo,electronics,Néa Éfesos,pending,646.88,10/22/2021,product_not_received
457,3562.3,5/3/2021,5002354980557613,mastercard,12/28/2023,777,4 Golf Course Lane,Cedar Rapids,IA,52405,15924 Carberry Alley,Martanesh,,,157.215.156.65,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.699.0 Safari/534.24",false,stolen_card,Chatterbridge,food,Pechenga,refunded,692.97,8/4/2021,product_not_received
458,9385.92,10/9/2021,67063789784378649,laser,9/19/2024,195,59387 Anhalt Point,Telpaneca,,,842 Memorial Center,La Concepcion,MEX,52105,104.58.51.153,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11",false,stolen_card,Centimia,electronics,Santo Tomás,completed,776.94,9/19/2021,fraudulent_transaction
459,7599.05,10/1/2021,633110093646349506,switch,4/13/2025,608,26 Melody Crossing,Stuttgart,BW,70190,0175 Mayfield Pass,Kostinbrod,,2259,174.102.138.69,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; ca-es) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",true,unauthorized_access,Fanoodle,food,Aveleda,pending,485.35,12/12/2021,unauthorized_charge
460,1471.15,4/19/2021,5002350175817853,mastercard,3/15/2024,379,76 Tennyson Alley,Canaries,,,53 Linden Park,Ciekek,,,162.120.173.135,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4",true,stolen_card,Dynazzy,food,Hoeryŏng,pending,115.94,4/27/2021,fraudulent_transaction
461,5050.84,8/14/2021,3532411746361575,jcb,9/13/2024,226,1 Buell Plaza,Rio Claro,,13500-000,2 Randy Lane,Baiyang,,,98.7.214.178,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.65 Safari/535.11",false,unauthorized_access,Skyba,electronics,Jaba‘,completed,317.02,4/3/2021,unauthorized_charge
462,8344.43,9/13/2021,3551011307354997,jcb,10/2/2022,152,3738 Pine View Avenue,Suchen,,,47361 Tennyson Park,Ganja,,,4.246.26.182,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.26 Safari/537.11",false,identity_theft,Kimia,electronics,Brodnica,pending,955.2,8/27/2021,unauthorized_charge
463,9165.38,6/20/2021,374288882167934,americanexpress,2/25/2023,741,0 Swallow Drive,Lipnik,,27-540,039 Moland Parkway,Mashava,,,241.60.239.226,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",false,stolen_card,Avavee,electronics,Gadžin Han,completed,584.35,12/6/2021,product_not_received
464,1977.04,4/1/2021,633110315004108715,switch,9/18/2025,461,41 Karstens Pass,Sindangsari,,,1 Corben Hill,Tanjung Timur,,,211.243.95.81,"Mozilla/5.0 (X11; CrOS i686 12.433.109) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.93 Safari/534.30",true,stolen_card,Skinte,clothing,Chemin Grenier,pending,384.42,6/2/2021,product_not_received
465,7443.02,11/13/2021,5020529685369822831,maestro,8/19/2022,165,9084 Lillian Pass,Morón,,1765,2 Parkside Trail,La Unión,,704057,64.191.219.87,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; ja-jp) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",false,stolen_card,Shuffledrive,clothing,Ohrid,completed,871.61,4/10/2021,unauthorized_charge
466,372.45,7/3/2021,3528945979497255,jcb,3/20/2023,475,72397 Schurz Crossing,Al Hoceïma,,,32249 Harper Drive,Bay Roberts,NL,V3B,31.254.23.212,"Mozilla/5.0 (Windows; U; Windows NT 6.0; de-DE) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",false,identity_theft,Abatz,clothing,Jing’an,pending,317.16,2/27/2021,unauthorized_charge
467,8277.96,9/5/2021,30422754000198,diners-club-carte-blanche,8/9/2025,794,08882 Corben Place,Peso da Régua,17,5050-223,63962 Clemons Park,Draginje,,,119.52.247.248,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Ubuntu/10.04 Chromium/11.0.696.0 Chrome/11.0.696.0 Safari/534.24",true,unauthorized_access,Skimia,electronics,Brazzaville,refunded,934.35,11/7/2021,fraudulent_transaction
468,8584.97,10/9/2021,375326581638968,americanexpress,8/20/2025,722,90968 Ruskin Avenue,Patiya,,4219,6585 Beilfuss Court,Kasembon,,,189.121.119.11,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24",false,unauthorized_access,Topicstorm,food,Xinji,completed,431.76,11/6/2021,fraudulent_transaction
469,595.67,3/29/2021,5521065745043838,diners-club-us-ca,2/5/2024,732,5936 Westport Terrace,Rangmanten,,,720 Bartillon Road,Hongshanyao,,,42.252.143.165,"Mozilla/5.0 ArchLinux (X11; U; Linux x86_64; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100",true,identity_theft,Wikibox,food,Madur,refunded,113.5,3/19/2021,product_not_received
470,3094.94,9/18/2021,3581393717423636,jcb,5/14/2022,697,5 Hanover Pass,Huangcun,,,8491 Kingsford Court,Magetlegar,,,194.37.122.104,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.16) Gecko/20120427 Firefox/15.0a1,false,identity_theft,Fliptune,electronics,Curug,completed,369.7,10/12/2021,fraudulent_transaction
471,3816.02,5/28/2021,3584413403725305,jcb,8/23/2025,107,7 Ramsey Road,Normandin,QC,G0H,2963 Scoville Point,Dazaifu,,818-0138,243.207.10.135,"Mozilla/5.0 (X11; CrOS i686 12.433.216) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.105 Safari/534.30",true,identity_theft,Meedoo,clothing,Urpay,refunded,565.92,9/19/2021,product_not_received
472,4192.37,7/13/2021,30375307326108,diners-club-carte-blanche,9/6/2022,683,7706 Lunder Crossing,Haquira,,,5 Anniversary Way,Gaotang,,,235.34.15.167,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30",false,unauthorized_access,Eadel,clothing,Mostovskoy,refunded,395.35,10/16/2021,product_not_received
473,6127.83,12/20/2021,3554564598676574,jcb,3/16/2025,235,35 Corscot Center,Lunang,,,37 Parkside Avenue,Quinta do Sobrado,10,2440-176,211.119.120.32,Mozilla/5.0 (X11; Linux x86_64; rv:28.0) Gecko/20100101 Firefox/28.0,false,identity_theft,Quinu,clothing,Tanggu,refunded,384.38,10/5/2021,fraudulent_transaction
474,9171.61,6/1/2021,30292383509608,diners-club-carte-blanche,4/19/2023,489,7 Springview Street,Sendai-shi,,984-0075,453 Portage Parkway,Sosnovaya Polyana,,182157,58.192.143.227,"Mozilla/5.0 (Windows NT 6.4; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2225.0 Safari/537.36",false,identity_theft,Riffpedia,food,Peredovaya,refunded,930.8,11/26/2021,unauthorized_charge
475,9677.04,11/17/2021,6388608618179013,instapayment,5/7/2022,501,40447 1st Hill,Pernå,,63530,5 Forest Dale Avenue,Tatariv,,,26.110.86.214,"Mozilla/5.0 (Windows; U; Windows NT 5.1; it-IT) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",true,identity_theft,Blogtag,electronics,Jimo,pending,666.88,10/26/2021,unauthorized_charge
476,4828.2,11/9/2021,374283335741492,americanexpress,5/18/2025,749,91061 Upham Court,Belén,,,5511 Sundown Point,Luhans’ke,,,118.223.10.217,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24",false,stolen_card,Dabjam,electronics,Midland,refunded,515.65,6/4/2021,product_not_received
477,6144.69,8/18/2021,4405435903008754,visa-electron,8/4/2022,465,26 Commercial Point,Xiaowuzhan,,,9176 Rowland Terrace,Villarrica,,,190.33.148.235,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.8 (KHTML, like Gecko) Chrome/17.0.940.0 Safari/535.8",false,stolen_card,Topicblab,clothing,Kraaifontein,refunded,177.28,10/9/2021,unauthorized_charge
478,4270.72,1/21/2021,30127452926574,diners-club-carte-blanche,2/27/2022,948,52 Graceland Parkway,Lebowakgomo,,9640,8 Carpenter Trail,Santa Rosa,CA,95405,125.241.242.144,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.21 (KHTML, like Gecko) Chrome/19.0.1042.0 Safari/535.21",false,stolen_card,Shuffletag,clothing,Lukou,refunded,989.8,3/18/2021,fraudulent_transaction
479,4820.46,11/25/2021,5100176746333760,mastercard,10/2/2023,215,20 Hoard Alley,La Jagua de Ibirico,,203027,574 John Wall Pass,Povorino,,397355,128.114.255.74,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; zh-tw) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",true,unauthorized_access,Kwimbee,food,Nusajaya,completed,666.02,12/13/2021,unauthorized_charge
480,4018.2,5/31/2021,5007665367080332,mastercard,4/19/2024,323,775 South Point,Baizhifang,,,39309 Shasta Place,Syanno,,,133.31.218.15,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; de-de) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16",false,stolen_card,Kanoodle,clothing,Chandler,completed,570.71,12/1/2021,fraudulent_transaction
481,800.96,2/12/2021,4936832080919951,switch,10/2/2024,490,444 Homewood Lane,Hekou,,,0 Waubesa Lane,Bagumbayan,,9810,63.150.183.229,Mozilla/5.0 (Windows NT 6.1; rv:22.0) Gecko/20130405 Firefox/22.0,false,unauthorized_access,JumpXS,electronics,Maonon,pending,804.13,9/24/2021,unauthorized_charge
482,8486.56,6/20/2021,3582495060361575,jcb,9/4/2024,303,19545 Portage Terrace,Beixin,,,6634 Bunker Hill Terrace,Shkodër,,,67.135.148.86,Mozilla/5.0 (X11; Linux i586; rv:31.0) Gecko/20100101 Firefox/31.0,true,stolen_card,Zoovu,clothing,Druya,refunded,180.58,2/13/2021,product_not_received
483,3746.79,11/21/2021,3577991476262271,jcb,3/3/2023,597,95757 Schlimgen Circle,Red Hill,,2110,11230 Banding Alley,Juḩr ad Dīk,,,166.71.132.134,"Mozilla/5.0 (X11; CrOS i686 2268.111.0) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",true,stolen_card,Edgeclub,food,San Antonio,refunded,22.58,4/30/2021,product_not_received
484,8476.12,12/29/2021,5602213260151709,bankcard,1/28/2025,661,9 Monument Avenue,Belogorsk,,652238,39 Jackson Avenue,Nyima,,,212.182.36.171,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36 Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.10",false,stolen_card,Topicshots,food,Jiucaizhuang,pending,700.61,5/8/2021,unauthorized_charge
485,7145.71,6/20/2021,3582889160749475,jcb,8/1/2024,278,2990 Northview Circle,Lianozovo,,443099,1 Dapin Avenue,Xianghu,,,194.19.150.85,"Mozilla/5.0 ArchLinux (X11; U; Linux x86_64; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.60 Safari/534.30",true,stolen_card,Trudeo,electronics,Plavsk,completed,885.75,10/15/2021,fraudulent_transaction
486,8789.79,1/19/2021,4917264806559221,visa-electron,6/6/2025,978,20 Burrows Trail,Korolëv Stan,,,905 Northwestern Pass,Trá Mhór,,R93,173.199.154.2,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3_1 like Mac OS X; zh-cn) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8G4 Safari/6533.18.5",false,identity_theft,Aibox,electronics,Kuršumlija,pending,90.94,7/16/2021,unauthorized_charge
487,4019.18,9/26/2021,3543440060580046,jcb,3/13/2024,487,3114 Mallard Crossing,Sammatti,,09220,0 Fair Oaks Lane,Sydney,NSW,1028,184.34.114.210,"Mozilla/5.0 (Windows; U; Windows NT 6.0; tr-TR) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",false,unauthorized_access,Muxo,electronics,Pasiripis,pending,41.39,6/7/2021,fraudulent_transaction
488,2804.16,2/8/2021,3548167918339995,jcb,4/24/2022,386,253 Lotheville Avenue,Vigo,,5110,8916 Chinook Plaza,Zoumaling,,,165.163.9.189,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; zh-tw) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",false,unauthorized_access,Photospace,electronics,Wutongkou,refunded,155.96,1/27/2021,fraudulent_transaction
